Estado,Sumatoria,Mediana,Varianza
Healthy,7.135323880773971e-07,6.771071971407632e-08,9.067660577659138e-05
Healthy,7.817231857946238e-07,6.828396612283743e-10,1.4097950399533477e-05
Healthy,2.4324835555973947e-06,3.6969952537854724e-10,2.892188895719324e-05
Healthy,9.973081168825317e-06,1.8565283430256404e-09,0.0001181543162012077
Healthy,8.978588601621155e-05,9.579883440244059e-08,0.001409318557700251
Healthy,1.5861619214957388e-05,2.9133742900786848e-08,0.00022875513908687882
Healthy,0.00033384965902524615,1.6654826725888978e-06,0.00754909158340907
Healthy,0.0001696372449898088,4.980321856276763e-07,0.00353929310509749
Healthy,0.0004270050808534297,1.7439472969864925e-06,0.00964750999848967
Healthy,0.00035590334541726036,9.417012409677817e-07,0.00742605902616154
Healthy,0.0003870435393131832,1.7197834192561209e-06,0.008519214004717855
Healthy,0.0004502682701592936,2.2869470411066867e-06,0.010706865780565985
Healthy,0.0002496016230033067,9.096294809491054e-07,0.004837345264239803
Healthy,0.0005399474427628816,1.7978143657563279e-06,0.011199693717654885
Healthy,0.0001360179308803428,7.535114526942894e-07,0.003192434023228711
Healthy,0.00017347186060660488,7.860257489118161e-07,0.004402554725099696
Healthy,1.1361532777599026e-05,1.1929867477643288e-07,0.00028064575219876095
Healthy,8.103228047364003e-06,1.9178571890108048e-07,0.00024031280322969495
Healthy,8.053141790851942e-06,2.782613525513037e-07,0.00033050649175414104
Healthy,9.676452617396989e-06,2.0262976979561417e-07,0.0002756271964658791
Healthy,1.0497036539201797e-05,2.3339886159256353e-07,0.0003367639849211782
Healthy,1.4215458390930369e-05,2.69669702513486e-07,0.00036046112180942915
Healthy,6.399109688956262e-05,1.3875333260415317e-07,0.0011249081863542207
Healthy,5.16833687364786e-05,1.2171499956397555e-07,0.0008783863991827744
Healthy,5.389782939107119e-05,1.307638135620073e-07,0.0009638780641267245
Healthy,7.91398080397148e-05,1.8782295959827267e-07,0.0013384547948995767
Healthy,7.442796614852934e-05,1.4917848717905271e-07,0.0013160413990694832
Healthy,1.8265173142534566e-05,2.721334478910195e-07,0.0004839573177003399
Healthy,2.4125581934932825e-05,3.56258214785313e-07,0.0006577758662593496
Healthy,1.76638047552604e-05,2.517929781379102e-07,0.00042428982839099236
Healthy,1.4048852083709304e-05,1.894932765936019e-07,0.0003532672888469143
Healthy,1.8919335682828352e-05,2.5445239075617855e-07,0.0004999918076168665
Healthy,2.2546932996273437e-05,2.8121399237028224e-07,0.0005605220257257859
Healthy,2.1586818682520525e-05,3.8052969498279807e-07,0.0005821215727367734
Healthy,2.1284950280442224e-05,3.0838689835493565e-07,0.0005451945399614296
Healthy,5.111307272602056e-05,1.577432415626447e-08,0.0006664985774162864
Healthy,2.6235806192791265e-05,2.131418403614032e-08,0.00039640279304140714
Healthy,1.6270058907372454e-05,1.3523927837570669e-08,0.0002295002151748555
Healthy,2.651788491856767e-05,2.141467281511388e-08,0.0004160941745651691
Healthy,1.4591655489198298e-05,1.34417708135801e-08,0.0002324422663657312
Healthy,1.2621268519775866e-05,1.9524658750273427e-08,0.00018694382851058085
Healthy,1.8751991078291138e-05,2.1974349155701402e-08,0.0002512695271233073
Healthy,1.935290560148097e-05,3.949519707301557e-08,0.0002745145960764622
Healthy,0.00013427946260439246,7.302898964753035e-07,0.0031568776564248027
Healthy,0.00028355149533080626,1.150052545306897e-06,0.006624876210703601
Healthy,0.0003786426341944763,1.7586825459098441e-06,0.009021466421935995
Healthy,0.00035019234808088214,1.6677583797190787e-06,0.007688231027009576
Healthy,0.00014540222220784974,6.881995946161948e-07,0.003679899185211775
Healthy,0.0002902760907271405,1.2399417388581824e-06,0.006835616218149817
Healthy,0.00012668257190556306,4.954203642235405e-07,0.002694018305032559
Healthy,0.00016501415045595765,7.345631632579856e-07,0.0036019694115856276
Healthy,0.00016518357329516962,8.207868997144529e-07,0.003932661273171785
Healthy,0.0002824207173538499,1.620977097861603e-06,0.006856492941265911
Healthy,0.0002167315638286749,1.1222809273723273e-06,0.004871328647553951
Healthy,2.021914075956093e-05,2.9652817533098947e-07,0.0005280228853715759
Healthy,2.444756422449724e-05,1.1208802692034692e-07,0.0005109478152666058
Healthy,3.5076508461758375e-05,1.8938077302176366e-07,0.0007341721485761424
Healthy,3.6757594215540834e-05,2.519770216476775e-07,0.0008630892811158659
Healthy,3.2661726894083334e-05,1.895822550124551e-07,0.0007544846846086625
Healthy,3.095773552661063e-05,1.8272971695420599e-07,0.0006946040247657625
Healthy,0.00012004850277620314,3.48336434264058e-07,0.0018555451373672115
Healthy,9.705593671021498e-08,2.5908486509386713e-11,1.2953227412332552e-06
Healthy,1.4863820825336825e-07,8.716894408773978e-11,2.117306240409859e-06
Healthy,1.7157259219324953e-07,8.032841898303986e-11,2.3672643322728856e-06
Healthy,1.3219207958355535e-07,5.237725831514045e-11,1.7934351369952508e-06
Healthy,1.2141807894239538e-07,4.2920471998630745e-11,1.7295582775957669e-06
Healthy,8.199806782398708e-08,3.3749170728657035e-11,1.131576228377091e-06
Healthy,7.713664052526364e-08,3.212672413951868e-11,1.0567913445547072e-06
Healthy,7.705475121055331e-08,2.7765811871753854e-11,1.0370997742489915e-06
Healthy,6.6844735346286e-08,4.454125585957925e-10,1.182103719130555e-06
Healthy,1.0757597268905743e-07,4.80536092096034e-10,1.988065067785898e-06
Healthy,8.757847062594896e-08,3.5327015890288983e-10,1.6064255772744439e-06
Healthy,9.391285431218092e-08,2.839104682992359e-10,1.591728398023417e-06
Healthy,1.0295812307446343e-07,2.5962437607866976e-10,1.7488516143734587e-06
Healthy,7.49944802566997e-08,2.8967404167309733e-10,1.3086868894029537e-06
Healthy,6.97963079554773e-08,3.0191417015684266e-10,1.3880355282514176e-06
Healthy,6.778425271785643e-08,3.442109924957804e-10,1.2846495079050423e-06
Healthy,1.0946048597945338e-07,3.0685969273260256e-10,1.8586347943978612e-06
Healthy,5.97092164925326e-08,5.782087051125526e-10,1.3162231494159698e-06
Healthy,8.105471013146489e-08,3.030047117353822e-10,1.2474011531848732e-06
Healthy,9.005004864413248e-08,5.067188489477784e-10,1.5904375842790603e-06
Healthy,7.643669367041812e-08,4.663735001140171e-10,1.3832225036147578e-06
Healthy,9.22365404087923e-08,4.0453251628019097e-10,1.5925485643800118e-06
Healthy,7.850166196293587e-08,5.580724416872451e-10,1.450249064569022e-06
Healthy,6.660518046437165e-08,4.604058138333615e-10,1.1621003779732752e-06
Healthy,6.848499308266165e-08,5.293476796880191e-10,1.2639550823792546e-06
Healthy,1.3016827557975482e-07,6.110229255276568e-10,2.4286084864014123e-06
Healthy,7.730453718064636e-08,6.936291672180502e-10,1.7865221445692466e-06
Healthy,9.573247009553203e-08,8.547446023568844e-10,1.8613639658108931e-06
Healthy,1.8929384741486197e-07,1.2766572618242887e-09,3.2650250335875856e-06
Healthy,2.227645337881917e-07,1.1608014335249027e-09,3.6183492574776258e-06
Healthy,2.24933593805698e-07,8.334986692393794e-10,3.4898357119407818e-06
Healthy,2.045465206177894e-07,8.591423473657537e-10,3.0812603679231333e-06
Healthy,2.2203287244434925e-07,1.0918926101849095e-09,3.360232719736954e-06
Healthy,1.9093900733281707e-07,7.00324742355042e-10,2.8779296417926753e-06
Healthy,1.69104088260132e-07,6.343208173181818e-10,2.5282757720211273e-06
Healthy,2.4207284405602497e-07,5.726940541193245e-10,3.102310022530964e-06
Healthy,2.5505427785919565e-07,8.53339811033248e-10,4.360932883835395e-06
Healthy,2.2509080331120302e-07,1.2133462804113219e-09,3.260086480215503e-06
Healthy,1.5913220439211603e-07,7.323674067187343e-10,2.36735717878914e-06
Healthy,1.9983500392565126e-07,5.626312870077703e-10,2.7531814750082298e-06
Healthy,1.777227486442757e-07,6.220820694558025e-10,2.5387575869819494e-06
Healthy,2.035985312389638e-07,6.619929251988256e-10,2.7178040296789665e-06
Healthy,1.7448118575874487e-07,6.733481824236655e-10,2.5899351446459448e-06
Healthy,1.352719431079672e-07,6.991181206384931e-10,2.069006672453469e-06
Healthy,6.589098736705979e-08,3.8648810285255405e-10,1.0650776577705922e-06
Healthy,1.0811768655812284e-07,6.811256208200002e-10,1.6514389074498249e-06
Healthy,1.394714001058629e-07,6.342187023156242e-10,2.0419376287648466e-06
Healthy,1.4260643192229746e-07,6.840192487379095e-10,2.032504723089885e-06
Healthy,1.4069815083277333e-07,5.986313771396589e-10,2.0064354034032548e-06
Healthy,1.525461886396697e-07,5.236357298613931e-10,2.1735494456569555e-06
Healthy,1.4386043969688955e-07,4.054030884919325e-10,1.978106671914907e-06
Healthy,1.4003510337204768e-07,2.944797875681727e-10,1.8150677437515984e-06
Healthy,1.1129861601798658e-07,4.171054897928102e-10,1.6872294514999215e-06
Healthy,1.5848094392382123e-07,6.695995620149732e-10,2.3934538655594816e-06
Healthy,1.4733983732170027e-06,2.376794826411894e-09,2.298041728793404e-05
Healthy,1.2795103336871916e-06,2.3924841477992087e-09,2.0921473950032024e-05
Healthy,7.799262750084134e-07,1.0346110353429056e-09,1.1211726655293512e-05
Healthy,6.538533574005181e-07,1.345002404893486e-09,1.0197359613939205e-05
Healthy,4.047214592058362e-07,9.190513165501358e-10,7.616394926507577e-06
Healthy,8.010109852691844e-07,1.594209879816811e-09,1.3572034328727703e-05
Healthy,7.29435368153274e-07,2.344727399428162e-09,1.2343735905903244e-05
Healthy,1.1561687402420333e-06,4.254649663856673e-09,1.9426036249169316e-05
Healthy,1.1564449127081063e-06,5.472741423848918e-09,2.0295599013946147e-05
Healthy,1.0572730804005271e-06,2.0534038913439143e-09,1.6399076552269413e-05
Healthy,5.694810470450236e-07,6.669740036487546e-10,8.775308919111635e-06
Healthy,6.686558202071509e-07,1.4180963824885527e-09,1.0119078543347193e-05
Healthy,4.244092554254116e-07,6.997722718724263e-10,7.0713847891028945e-06
Healthy,2.6445643864612546e-06,8.582275153757384e-10,3.783299891832103e-05
Healthy,2.2659953506392103e-06,5.0378339688201855e-09,5.275905275476593e-05
Healthy,2.799430523138521e-06,4.55483033608271e-09,6.023383849864387e-05
Healthy,2.8221054211154164e-06,4.321699262639248e-09,5.62222701502903e-05
Healthy,2.3537191596473785e-06,2.4423028629926378e-09,4.8535273466433236e-05
Healthy,5.734547089508549e-07,3.59539682192887e-10,8.357235470879267e-06
Healthy,5.473287888241901e-07,5.48182483348275e-10,8.062994452814875e-06
Healthy,9.565222050970512e-07,1.0189970796046607e-09,1.3752825491510326e-05
Healthy,5.300986574053251e-07,6.253227044502552e-10,7.532900443091851e-06
Healthy,3.373051172192992e-07,4.126739908101191e-10,5.091240628910345e-06
Healthy,4.373698421193176e-07,1.7614103372406337e-09,9.87000753031884e-06
Healthy,7.727179548808444e-07,9.129356910852906e-10,1.1803810387676513e-05
Healthy,1.2163165585971968e-06,1.2534033901633525e-09,1.732133280845871e-05
Healthy,1.0422410541710786e-06,2.6400119982154257e-09,1.6127342576435464e-05
Healthy,2.2308903551699025e-06,3.827058355267476e-09,3.5296243473752406e-05
Healthy,1.7410889492611879e-06,2.7502836622605158e-09,2.555936433486407e-05
Healthy,1.4374833288387272e-06,2.8710975925453426e-09,2.1613391461416218e-05
Healthy,7.791439028435068e-07,1.4590427701283254e-09,1.2066774025218798e-05
Healthy,8.677693809651089e-07,1.6672397645220563e-09,1.4291307918962264e-05
Healthy,2.0914034437338184e-06,3.1418578705721575e-09,3.14298953584994e-05
Healthy,6.771924745426866e-07,1.5002838380538531e-09,1.0816151227174906e-05
Healthy,6.254030872355343e-08,2.023555331244386e-09,3.5859737110768586e-06
Healthy,6.471338601926964e-08,1.9489895422188776e-09,3.648750735549982e-06
Healthy,7.934026605628708e-08,3.067022804271072e-09,4.985520433411075e-06
Healthy,6.022104899854977e-08,2.768216881128113e-09,4.301794668149803e-06
Healthy,5.148953467317466e-08,2.2313891266983732e-09,4.1635787471791995e-06
Healthy,5.961936361641825e-08,2.283414774815503e-09,4.448916856049724e-06
Healthy,6.303745594075229e-08,2.7060388892769653e-09,4.957494893863642e-06
Healthy,9.801240036774043e-08,3.6243901376980642e-09,6.579713115379455e-06
Healthy,1.5988654450806268e-08,6.630954911242586e-11,7.033959260383587e-07
Healthy,1.0092143909093003e-07,2.6832199507122465e-09,7.358228997847028e-06
Healthy,7.621131568273669e-08,2.769718920098635e-09,5.94052187362148e-06
Healthy,9.886558285098139e-08,3.0518120680720504e-09,7.875038259309044e-06
Healthy,1.1518140184025814e-07,3.4883271172808386e-09,8.592442178452756e-06
Healthy,1.0082538925574332e-07,3.6173827239570264e-09,8.982694234411365e-06
Healthy,8.560165611936953e-08,3.1031505276907765e-09,7.596249351240874e-06
Healthy,7.277783448287561e-08,3.5192639430935565e-09,7.080301686275902e-06
Healthy,1.3199043415072736e-07,6.104588257922325e-09,1.1957340547502413e-05
Healthy,2.028200280318278e-06,3.7054135656133523e-09,2.93582523602034e-05
Healthy,1.467601882404758e-06,2.9887344270516474e-09,2.2778947108642355e-05
Healthy,1.676983324953733e-06,3.827272163954033e-09,2.5397892180190543e-05
Healthy,7.466397339006976e-07,2.0968854972372168e-09,1.2624651001891115e-05
Healthy,7.899001610707014e-07,1.970730128545355e-09,1.2684218428117232e-05
Healthy,1.3620771881165635e-06,3.4560142428858195e-09,2.2724082423074972e-05
Healthy,1.6856684302672235e-06,5.9507059785039635e-09,2.8087798927699564e-05
Healthy,2.6062395628677254e-06,7.213526026471516e-09,4.0239634387780296e-05
Healthy,4.307915546431671e-06,1.0137209871085712e-08,6.27464112188509e-05
Healthy,2.674546883201842e-06,7.301376008545977e-09,4.15432013979469e-05
Healthy,2.179903385495896e-06,3.1668921039837323e-09,3.0498326422154885e-05
Healthy,2.6457581279327294e-06,5.039779398649252e-09,3.791595050384581e-05
Healthy,2.4120309797811065e-06,3.2231210550029495e-09,3.443068525822059e-05
Healthy,4.387214999906714e-06,9.072584570578275e-09,6.32526701703514e-05
Healthy,3.931412174275927e-06,1.1817626421170787e-08,6.566592322860659e-05
Healthy,3.906260190398199e-06,9.874379248009869e-09,6.122251186519322e-05
Healthy,1.014154027166772e-06,4.9088682396818984e-09,1.953482231235784e-05
Healthy,2.2332652530808602e-08,6.270934763880019e-11,3.2542563158740226e-07
Healthy,1.297584497711517e-08,1.6571901376866756e-11,1.788662150852324e-07
Healthy,3.051349631833791e-08,8.152587883026215e-11,4.340516928277199e-07
Healthy,2.8968239576872267e-08,6.739645484365619e-11,4.20276437115316e-07
Healthy,5.1463368880205716e-08,1.7011075902714977e-10,7.55409269070343e-07
Healthy,2.7772775887989603e-07,1.111892233528663e-09,4.167562390563812e-06
Healthy,8.44960736420047e-08,9.347478421808207e-10,2.0613090819709995e-06
Healthy,1.2048990110202017e-07,3.6050690694108694e-10,1.9086284419350125e-06
Healthy,7.974176411471415e-08,5.078340894617781e-10,1.4465380875685237e-06
Healthy,1.2949093842265914e-07,6.527430504739578e-10,2.2805959633526174e-06
Healthy,1.1484734021349725e-07,2.751044980239688e-10,1.9072956542888332e-06
Healthy,1.0205488065806326e-07,3.7471619707623593e-10,1.620694665605108e-06
Healthy,1.1672570078305798e-07,5.715092275034351e-10,2.1578977140038325e-06
Healthy,1.821223624395936e-07,7.366957000553724e-10,2.926224757336565e-06
Healthy,3.426560897529439e-08,2.4766414551295973e-10,7.068330589039154e-07
Healthy,7.225069455347607e-08,3.0356928881667704e-10,1.395327622322787e-06
Healthy,4.077870964873384e-08,2.534968700222822e-10,1.0040351612556343e-06
Healthy,4.0452393281716064e-08,2.1870817859675235e-10,8.476941037442954e-07
Healthy,5.8284055112839806e-08,1.706549706307619e-10,1.2440258624173504e-06
Healthy,3.610345230517045e-08,1.5575999629006713e-10,7.904489565212087e-07
Healthy,6.368170681992505e-08,2.5824858386782473e-10,1.2070232762319771e-06
Healthy,6.515052319846858e-08,2.0255223407142573e-10,1.3289861176262492e-06
Healthy,3.736394223661727e-07,7.060106696494999e-10,4.758545981938941e-06
Healthy,5.967401998764712e-07,5.078110397763026e-10,7.157336506259151e-06
Healthy,5.209319958442158e-07,7.495440961851668e-10,7.141233052312857e-06
Healthy,3.6482932027378523e-07,7.042483591321498e-10,4.833304192385626e-06
Healthy,7.700475175027788e-07,1.1142825359180375e-09,9.750107120741142e-06
Healthy,7.343366350377186e-07,9.42277922902818e-10,9.181221882593518e-06
Healthy,3.4090634618033996e-07,3.907419709808195e-10,4.649469273555617e-06
Healthy,5.685789409219962e-07,7.507200954560049e-10,7.588104502445921e-06
Healthy,6.199802794443615e-07,6.665816537573374e-10,7.826089425117763e-06
Healthy,4.815284366981475e-07,4.813265253342167e-10,6.419317123812395e-06
Healthy,5.206648452233104e-07,3.3162182989519676e-10,7.06610643532507e-06
Healthy,7.312242608071263e-08,3.8403701005062973e-10,1.1189574485190728e-06
Healthy,2.3051016836936856e-07,7.832403200138234e-10,3.231225129772127e-06
Healthy,1.9444447944966576e-07,5.355741480263549e-10,2.8641808218273647e-06
Healthy,2.492067534366627e-07,5.107105714223411e-10,3.4133967834099297e-06
Healthy,1.721221241896815e-07,3.451224179179682e-10,2.351012268090033e-06
Healthy,1.9237985305644294e-07,5.017498696398709e-10,2.7138141521209985e-06
Healthy,2.381148294887773e-07,3.934137200012502e-10,3.0869670470960297e-06
Healthy,7.535624424946476e-08,7.030828701694804e-10,1.3917317792029386e-06
Healthy,6.504473681892321e-08,5.774555748661036e-10,1.1718800683399987e-06
Healthy,1.1386346237849023e-07,5.330277494055709e-10,1.7872774205788243e-06
Healthy,3.2622504659534384e-08,2.1803105964607052e-10,6.358193032464057e-07
Healthy,8.721034361049322e-08,4.272982405426759e-10,1.4627947323342076e-06
Healthy,1.1386378055852336e-07,6.787019679545717e-10,1.8344185229258164e-06
Healthy,8.920463795389675e-08,6.362710725171448e-10,1.4795418485418387e-06
Healthy,1.124169349884467e-07,6.592971819962512e-10,1.7523952386212472e-06
Healthy,2.543871956822655e-08,2.501776639970809e-10,4.880599931887627e-07
Healthy,4.357851046178928e-08,3.25067207117804e-10,7.514461056115082e-07
Healthy,2.7827755430289932e-08,3.2362028772029655e-10,5.279342173084435e-07
Healthy,3.110590397644423e-08,2.457365614692737e-10,5.534570231820159e-07
Healthy,4.973776160575005e-08,3.40105511861362e-10,8.274484129824243e-07
Healthy,2.4992990347425837e-08,2.1855536122768167e-10,4.200694533172835e-07
Healthy,7.046002316998804e-08,3.7575199955121744e-10,1.0888184157183856e-06
Healthy,3.697513438909951e-08,2.8875130685881813e-10,6.332822339721401e-07
Healthy,4.1162927407531754e-08,2.353546671335681e-10,6.550630700850314e-07
Healthy,5.26171153305576e-05,2.411970359764291e-07,0.0009985891446205619
Healthy,5.003826577288701e-07,2.3518697663360944e-10,9.039238199748204e-06
Healthy,4.025124559067473e-07,1.6423608072292146e-09,8.718315863365245e-06
Healthy,3.061960682787923e-07,6.412291959878532e-10,7.412619350180244e-06
Healthy,4.3451338068671526e-07,1.1488344560880814e-09,9.173030495863288e-06
Healthy,3.868467150976025e-07,1.0674548280988123e-09,7.981423134390133e-06
Healthy,3.462350868044941e-07,1.2609714729010473e-09,6.468249586363048e-06
Healthy,3.5687998457737106e-07,1.1563343711566693e-09,7.498462103569128e-06
Healthy,3.6184364914404316e-07,1.0005499136768654e-09,5.957346046295009e-06
Healthy,2.932306424422318e-07,1.2815069005290088e-09,6.008933893823346e-06
Healthy,3.5259330611027653e-07,1.2807382432776344e-09,5.781922540923276e-06
Healthy,2.5934010594451517e-07,9.68605448748388e-10,6.687041886082552e-06
Healthy,4.121509843644853e-07,1.3612963441519157e-09,8.638466002423802e-06
Healthy,8.53509113430791e-07,1.701551298569655e-09,1.4602644922562989e-05
Healthy,6.296051081283555e-07,1.834590960905779e-09,1.3121668527745275e-05
Healthy,6.659801453498765e-07,1.5413854043154287e-09,1.446002155521781e-05
Healthy,4.792361841010035e-07,1.4343158908874194e-09,1.0498452220621952e-05
Healthy,4.598580471194292e-07,1.136074168922146e-09,8.017304843486184e-06
Healthy,2.801034827830624e-07,1.3435930391058868e-09,5.709566113034178e-06
Healthy,4.521251852106357e-07,1.4686658083271474e-09,1.0694388721655706e-05
Healthy,3.70689125286953e-07,1.5077009596003895e-09,8.496227400279228e-06
Healthy,5.114004809419657e-07,1.5849408115232095e-09,1.0404001553078047e-05
Healthy,5.163223730634389e-07,8.646224963454896e-10,1.0307999760547049e-05
Healthy,5.81029340439476e-07,2.7825160789179943e-09,1.5507110979803644e-05
Healthy,1.0492949178239502e-07,7.315332417855166e-11,1.4627593716986166e-06
Healthy,1.3742107463627418e-07,3.2213319127383105e-10,2.6375617439267085e-06
Healthy,4.776765057961141e-08,2.148070236545665e-09,2.334181245365291e-06
Healthy,5.415077953747684e-08,2.489345723813691e-09,2.6942467376523094e-06
Healthy,5.1007480822116e-08,2.3452352369996227e-09,2.509742074238795e-06
Healthy,1.0707487857609475e-07,4.475365557975673e-09,4.9208334782433315e-06
