Estado,Sumatoria,Mediana,Varianza
Healthy,6.180717244449665e-07,5.05580418856164e-09,8.698826782270046e-06
Healthy,1.8197499047185254e-07,6.982225314064621e-10,2.190488891409451e-06
Healthy,1.5666663111432456e-07,4.72363560323856e-10,1.8661881845327792e-06
Healthy,1.641800027763767e-07,5.369608722918358e-10,1.9713651165473294e-06
Healthy,1.9692436089227576e-07,8.895073987046677e-10,2.3861468105155768e-06
Healthy,1.0808112281582723e-07,5.319864072464951e-10,1.40453209270028e-06
Healthy,2.2940389955733004e-07,6.190022330843226e-10,2.8141266867928744e-06
Healthy,6.725771401445738e-07,1.687626342545023e-09,7.918646114172055e-06
Healthy,6.616868160290296e-07,1.7181448284084673e-09,7.635066845927006e-06
Healthy,6.916434486787113e-07,2.2055233148048197e-09,8.107746221152516e-06
Healthy,7.199882064015337e-07,1.8650042291257016e-09,8.274490273878884e-06
Healthy,4.5702069934592597e-07,1.2055641229310037e-09,5.5890333623518065e-06
Healthy,9.643721335510896e-07,7.260677363063195e-09,1.3723084188533692e-05
Healthy,1.0265004230658185e-06,9.974423796950645e-09,1.4751749311834318e-05
Healthy,1.1098437200640534e-06,9.088214908619567e-09,1.5121694773196919e-05
Healthy,8.659837000876101e-07,1.0045236164163908e-08,1.2859407523900119e-05
Healthy,6.649647036663961e-07,6.695019804767066e-09,9.813194798607621e-06
Healthy,6.070178815604714e-07,5.585174952197505e-09,8.884983908872799e-06
Healthy,8.631007711097771e-07,4.570293469211522e-09,1.1123609259912178e-05
Healthy,4.7055971739628323e-07,2.945038583753694e-09,6.240422838251457e-06
Healthy,4.4528757398726976e-07,4.665417933333656e-09,6.480038416495865e-06
Healthy,5.149188979938245e-07,5.661402128969542e-09,8.215523930727218e-06
Healthy,5.540513925040507e-07,5.768187022469852e-09,7.992217456132895e-06
Healthy,6.588199931526567e-07,4.8734437450226235e-09,8.65606147017951e-06
Healthy,7.357080293778853e-07,8.223820132422135e-09,1.1017478938655462e-05
Healthy,4.1175708787060434e-07,2.7848001336100963e-09,5.438688055531732e-06
Healthy,5.842688816015138e-07,4.302755082199246e-09,7.942045663636256e-06
Healthy,3.1104988499308183e-07,3.098180332452868e-09,4.453939300618447e-06
Healthy,4.1861982081170226e-07,3.131976174740728e-09,5.8571723948213814e-06
Healthy,4.474745507783133e-07,3.2693128374996232e-09,6.151210141572053e-06
Healthy,1.4960174774967342e-07,1.6423574387786766e-09,2.2313428486694594e-06
Healthy,1.4215579016188374e-07,1.298689783038982e-09,2.1959383459152937e-06
Healthy,2.6637581824506966e-07,2.270407550178241e-09,4.16571102268307e-06
Healthy,1.7925964836026685e-07,1.276465300134177e-09,2.492157301236371e-06
Healthy,2.718660607617922e-07,2.099681040504185e-09,3.939061063198089e-06
Healthy,2.9520587497425737e-06,2.6452791545578695e-07,0.00047645189383924684
Healthy,3.008455918594839e-06,2.171532550715597e-07,0.0004012292306426553
Healthy,2.0573094185485363e-06,1.5529332017499392e-07,0.0003106649917944419
Healthy,2.2366920910086477e-06,1.9978117559459522e-07,0.00036028205873106744
Healthy,1.8681302553689645e-06,1.5860245446227388e-07,0.00030582455318921867
Healthy,2.0507213083918246e-06,1.7667977609533128e-07,0.000305177763017443
Healthy,1.399024413374175e-06,1.0523063375898714e-07,0.00019481187913567916
Healthy,1.5431346544853626e-06,7.264854635236136e-08,0.00012496477459552984
Healthy,8.556412760619943e-07,8.698292474447423e-10,1.0150945250142925e-05
Healthy,1.9792123739911424e-06,5.453373098269434e-10,2.1011583788945404e-05
Healthy,7.431062297485925e-06,1.830887873364688e-09,7.864526231671673e-05
Healthy,9.528258182965635e-05,1.280344369463476e-07,0.0010715252562961638
Healthy,2.5742010337243775e-05,3.981828008306271e-08,0.00031944697208059536
Healthy,0.00047190445211198813,1.7853047392451873e-06,0.006019694571504281
Healthy,0.00020935110917525551,6.434382122013521e-07,0.0027858549196191503
Healthy,0.0005880708365618155,1.979640556131155e-06,0.007833719178420052
Healthy,0.00041763149864967495,1.1336052923511898e-06,0.005608611832909821
Healthy,0.0004714027884392956,1.8106209573112075e-06,0.0063768600930990725
Healthy,0.000637032692721254,2.60056230515802e-06,0.008494058938071227
Healthy,0.0002790949112471937,1.0965643367413514e-06,0.0036429090339993196
Healthy,0.0006822664947860374,1.9468694473210096e-06,0.008491335064360853
Healthy,0.00018976307249854907,1.0827097274789176e-06,0.00269268178919178
Healthy,0.00027231220791520115,1.4788067183122608e-06,0.0036395966801669177
Healthy,1.4966267326582195e-05,1.667222526260221e-07,0.0002613480719887283
Healthy,1.2802604797806702e-05,2.181070214236585e-07,0.00024149133805741272
Healthy,1.411364354473311e-05,3.1878117271170426e-07,0.0003282632660961545
Healthy,1.3983715956806004e-05,2.610038074605619e-07,0.0002726793260213767
Healthy,1.6059187758400394e-05,2.903456771688974e-07,0.00032382370866205405
Healthy,1.9477056439775342e-05,3.3454986143945087e-07,0.0003362124750594887
Healthy,7.050579006865723e-05,2.279156331945372e-07,0.0008717200907036396
Healthy,5.3282901496232016e-05,1.524793711865771e-07,0.0006384522345731007
Healthy,6.005753799573713e-05,1.7674393681080235e-07,0.0007426683831344669
Healthy,8.419249682244581e-05,2.2127993403420995e-07,0.0010195026737442262
Healthy,9.138389250810546e-05,3.3903987106324854e-07,0.001113614750787258
Healthy,2.6471414470174996e-05,3.234299626103749e-07,0.00044199948577418135
Healthy,3.4098549028374255e-05,4.154541215560961e-07,0.0005592052239451011
Healthy,2.3107820025309003e-05,3.1209398674012923e-07,0.0003768983358503348
Healthy,1.8509270019101664e-05,2.4886927359828837e-07,0.0003120121735931973
Healthy,2.778454806854782e-05,3.097476866387492e-07,0.0004403983244445821
Healthy,2.9919286543966936e-05,3.696428472503806e-07,0.00047777859654637755
Healthy,3.0168763590615136e-05,4.097444208712891e-07,0.0005017647782664696
Healthy,3.450199639194897e-05,3.633571514846376e-07,0.0005127529964791378
Healthy,4.834307514448408e-05,2.1637524015260373e-08,0.0005354313826983693
Healthy,2.544065256650868e-05,2.4336677916977038e-08,0.00030243178334436255
Healthy,1.6352605883510994e-05,1.5940855771153536e-08,0.00018617681372890438
Healthy,2.889265736609182e-05,3.365877308146905e-08,0.0003411420880497216
Healthy,1.525971720981364e-05,1.5994835200667137e-08,0.00018869729594031553
Healthy,1.3929448831586038e-05,2.693145554190115e-08,0.00017274932826800182
Healthy,1.8517832952206543e-05,2.6655515846478195e-08,0.0002185106571918686
Healthy,3.1983290956971564e-05,5.5083801129487685e-08,0.00038846058772010574
Healthy,0.00018706080032160387,8.7931557501661e-07,0.002545495002576752
Healthy,0.0003809496954457808,1.355965072380711e-06,0.005174470377600449
Healthy,0.0004904371094786587,1.9701353410003458e-06,0.006742652718680779
Healthy,0.0004280881271471479,1.9306752208956004e-06,0.005699660219632838
Healthy,0.0001991350295145095,8.240634196602978e-07,0.002856808681922816
Healthy,0.0003976359913963666,1.2803406026151451e-06,0.005315528813451937
Healthy,0.00015722016292383126,6.83763856282595e-07,0.0020831172437862423
Healthy,0.00020824875405539293,8.871354135904036e-07,0.0027896520219401677
Healthy,0.0002491308070232583,1.2617243489116028e-06,0.003280689084346351
Healthy,0.00040524437471619354,1.814199980635076e-06,0.005482719825920328
Healthy,0.00029321942316694896,1.390544126936909e-06,0.003937941344132817
Healthy,3.0606940471651184e-05,3.5791007888476575e-07,0.00047652294162642034
Healthy,3.359010572411876e-05,1.691820308517389e-07,0.00044465749710620906
Healthy,4.467099282371716e-05,2.4995758313050005e-07,0.0005851728514797385
Healthy,5.250681243099558e-05,3.3021491005547215e-07,0.0006821953363785753
Healthy,4.5391760756798783e-05,2.222805015799995e-07,0.0006021597831824546
Healthy,4.363342718074245e-05,2.4276048116396396e-07,0.0005517469307315216
Healthy,0.00012016910259198023,4.424121508846224e-07,0.0014051348227225478
Healthy,4.343792990356693e-07,2.8359943627792437e-11,4.723146543786918e-06
Healthy,5.065941413496636e-07,8.96433502287883e-11,5.427643279898937e-06
Healthy,4.446763401063398e-07,1.0694284050219269e-10,4.765740694596197e-06
Healthy,4.1441216143887034e-07,5.928452094515682e-11,4.555591692771551e-06
Healthy,4.0931369287655665e-07,4.8063680706219844e-11,4.447983060503165e-06
Healthy,3.368270020406957e-07,3.741641183920598e-11,3.620332397918408e-06
Healthy,3.2995915810541726e-07,4.0072375083812187e-11,3.532339483292978e-06
Healthy,3.6538790742401156e-07,2.7243216741017195e-11,3.828491601148055e-06
Healthy,1.5352241302422846e-07,5.2120828624568e-10,1.8905603300934231e-06
Healthy,1.8902295828571786e-07,6.318265858491935e-10,2.1788085379353054e-06
Healthy,1.5959040997316803e-07,4.6207543186095934e-10,1.9013081246048933e-06
Healthy,1.4274216464537916e-07,3.4097145879917374e-10,1.6908333667833766e-06
Healthy,1.730238932648502e-07,3.345593818288979e-10,1.9688386998245417e-06
Healthy,1.2334430501091494e-07,3.923045538634071e-10,1.4609790934090182e-06
Healthy,1.4087734335091892e-07,3.862836054882476e-10,1.664390412334096e-06
Healthy,1.1614435165569703e-07,4.3449219085329124e-10,1.44404812494849e-06
Healthy,1.398099493638853e-07,3.521604456019277e-10,1.7181571816881979e-06
Healthy,1.669226844042687e-07,6.817905782693837e-10,2.1863524335095162e-06
Healthy,1.7956864241847216e-07,3.547360921627444e-10,2.0712523327390806e-06
Healthy,1.5952781195990395e-07,6.131421067102818e-10,1.953875668325504e-06
Healthy,1.575286748557045e-07,5.540581509599418e-10,1.908764019492684e-06
Healthy,1.75730061832005e-07,5.661964749771629e-10,2.031219108378324e-06
Healthy,1.3775046150575724e-07,6.032013568711274e-10,1.7811421580481274e-06
Healthy,1.4343517449049477e-07,5.506585935800651e-10,1.703380182407986e-06
Healthy,1.4437714596074145e-07,6.80862604336762e-10,1.7770952452917416e-06
Healthy,1.7809209024256653e-07,6.456950918828266e-10,2.2507578229816436e-06
Healthy,1.3468904951414218e-07,7.800715010230469e-10,1.719572542583023e-06
Healthy,2.65903927657717e-07,9.070189905454014e-10,3.2569086023497223e-06
Healthy,9.409631887685413e-07,1.4396507304127733e-09,1.088648522468025e-05
Healthy,9.79989095635017e-07,1.441312614806359e-09,1.1109848267753497e-05
Healthy,7.317176010324813e-07,1.065552748468331e-09,9.004457532799198e-06
Healthy,7.704938965411051e-07,9.726428076869424e-10,9.106160244966048e-06
Healthy,7.668378685812967e-07,1.3697046105365358e-09,8.745193791642413e-06
Healthy,6.159618982734202e-07,8.425631374349783e-10,7.025454872556539e-06
Healthy,7.618641427263911e-07,6.819911430791124e-10,8.649447977543666e-06
Healthy,8.590808363054968e-07,6.568308383166124e-10,8.93812942843658e-06
Healthy,8.23394140338515e-07,9.884218183295588e-10,9.900537325139017e-06
Healthy,5.353458161528174e-07,1.2914209130921877e-09,6.020224627337466e-06
Healthy,4.4344445005201746e-07,8.221830090388732e-10,5.008498669449954e-06
Healthy,4.969369963437626e-07,6.975280065764063e-10,5.52725540044237e-06
Healthy,3.648225099654738e-07,6.356540855635853e-10,4.206085361409838e-06
Healthy,4.107665846809666e-07,7.856836076115905e-10,4.636945897171247e-06
Healthy,4.946670386508395e-07,7.51517199176176e-10,5.6319650225708985e-06
Healthy,4.2613022177529913e-07,7.610861051702966e-10,4.870759433642085e-06
Healthy,1.7648159239903612e-07,4.4212836899564746e-10,2.4155158371803928e-06
Healthy,2.4067000424898826e-07,7.460507495380838e-10,2.9240886734367234e-06
Healthy,2.9308325530798656e-07,8.617798988244716e-10,3.4013744461994987e-06
Healthy,2.6373522999089483e-07,6.570951599887539e-10,3.0191080638815836e-06
Healthy,2.7951079765338017e-07,7.019635624395772e-10,3.236227493059354e-06
Healthy,2.480925142523987e-07,5.537835468347523e-10,2.9020108212208318e-06
Healthy,2.8196344926116004e-07,5.065975568963234e-10,3.255796580816996e-06
Healthy,2.458011500043354e-07,3.8180441337716747e-10,2.712263795352623e-06
Healthy,2.3954507039733633e-07,5.140229135457241e-10,2.793815058171041e-06
Healthy,2.41789983016249e-07,8.685697714863669e-10,2.9198462219147264e-06
Healthy,2.1268905049682114e-06,3.110840605748215e-09,2.5153314470595144e-05
Healthy,1.8362534023299158e-06,4.713879593450912e-09,2.2218798545910423e-05
Healthy,9.964623238443376e-07,1.4769762401181921e-09,1.213344826115747e-05
Healthy,8.725594180094112e-07,1.7703000915343799e-09,1.0959375162472971e-05
Healthy,6.733010604377236e-07,1.2050424160772591e-09,8.874783730794874e-06
Healthy,1.4150877096336158e-06,2.2030554536655188e-09,1.71462012857094e-05
Healthy,1.3680793368791402e-06,3.906076774785094e-09,1.7715682485053554e-05
Healthy,2.8132810257176088e-06,5.137306158307216e-09,3.438010511778182e-05
Healthy,3.0364925568469522e-06,6.252864365084352e-09,3.760670971148346e-05
Healthy,1.7196831092140417e-06,2.6502435804781004e-09,2.054278179151715e-05
Healthy,1.11432458377305e-06,8.97135415991385e-10,1.3231882060589605e-05
Healthy,1.141411589435973e-06,1.879993025128993e-09,1.3546645016941779e-05
Healthy,8.632483834979185e-07,9.311213907273912e-10,1.0842132934800546e-05
Healthy,4.207703704062089e-06,9.012922604976216e-10,4.740252204608832e-05
Healthy,6.666259651342745e-06,6.3084890288573815e-09,7.82407811080315e-05
Healthy,7.367901875501671e-06,6.188141394478534e-09,8.725055226819348e-05
Healthy,7.270705655068257e-06,5.36297224091424e-09,8.399240739799168e-05
Healthy,6.3899866599697416e-06,3.0771752541083034e-09,7.48327064529216e-05
Healthy,1.2864057888299058e-06,4.998010437711932e-10,1.4119200918371407e-05
Healthy,1.2732584042832188e-06,7.400049165229395e-10,1.4360462154683305e-05
Healthy,2.444718382115735e-06,1.5323778226844747e-09,2.6778063878114593e-05
Healthy,1.6799457229910142e-06,9.269447982489231e-10,1.7872260023210643e-05
Healthy,9.406201972836775e-07,5.493280602251211e-10,1.0302319614988041e-05
Healthy,1.1565388736138623e-06,2.1286402675598734e-09,1.3924034099635358e-05
Healthy,1.9982733402992193e-06,1.243202776437778e-09,2.2371386896631255e-05
Healthy,2.82826589543141e-06,1.7669718330721296e-09,3.0843079268364844e-05
Healthy,2.684650429447783e-06,3.131395235637855e-09,3.1480232801086456e-05
Healthy,4.836142782493518e-06,4.763461671072741e-09,5.517757637983764e-05
Healthy,3.3655256249563663e-06,3.3128562349626896e-09,3.892690088673587e-05
Healthy,2.655917723725903e-06,3.544974658644926e-09,3.2172320429478235e-05
Healthy,1.389455412373795e-06,1.876229379005212e-09,1.6804560668990063e-05
Healthy,2.156612899200576e-06,1.994566670448389e-09,2.587686706589771e-05
Healthy,6.900216378107708e-06,3.57095707910818e-09,7.440414188388947e-05
Healthy,2.328584947916227e-06,1.908075884555806e-09,2.635535814866033e-05
Healthy,1.2431254323932595e-07,2.4622072654176824e-09,4.004659632988861e-06
Healthy,1.2606891852153701e-07,2.359301600510932e-09,4.047114983149704e-06
Healthy,1.9311114021129726e-07,3.4409748093493146e-09,5.161223212877041e-06
Healthy,1.6901662328181185e-07,2.8995378667482437e-09,4.5742010606562254e-06
Healthy,1.5422181067523332e-07,2.4694831826529954e-09,4.510982936377712e-06
Healthy,1.830387490005745e-07,2.473717553186807e-09,4.6700926163545365e-06
Healthy,1.9703522229272988e-07,2.567478628530685e-09,5.263514295164687e-06
Healthy,2.789755517082588e-07,3.79650459640238e-09,6.947699494832377e-06
Healthy,3.694359750407047e-08,8.554735145798132e-11,6.53274979701513e-07
Healthy,3.570869143253064e-07,2.8934636733838524e-09,7.739992709195483e-06
Healthy,2.708202912069211e-07,2.8990081012436054e-09,6.234230126926945e-06
Healthy,3.997267807854269e-07,3.2394515327484193e-09,8.168807858930482e-06
Healthy,4.1847652910107473e-07,3.5697782319941528e-09,8.961747576175575e-06
Healthy,4.397682602154709e-07,3.844532208898077e-09,9.509128245031727e-06
Healthy,3.4703113843771487e-07,3.489569379727897e-09,8.175761380859636e-06
Healthy,3.1606626954804426e-07,3.753076524551729e-09,7.732582818391489e-06
Healthy,5.143934491545115e-07,6.290990128283694e-09,1.2571187009677779e-05
Healthy,4.973038575509367e-06,4.971961522212616e-09,5.627704943201828e-05
Healthy,3.584074530503482e-06,3.929083830607926e-09,4.158564923001425e-05
Healthy,3.3530780272105306e-06,5.198310861275636e-09,3.9374850176631995e-05
Healthy,1.6728779736535811e-06,3.452574858083774e-09,2.0377300267986377e-05
Healthy,1.8884739957093693e-06,2.559320029969004e-09,2.2791946873504008e-05
Healthy,3.486078617031397e-06,4.992812202401544e-09,4.137511392038219e-05
Healthy,3.5206468412403835e-06,7.276741347592732e-09,4.3203832935255774e-05
Healthy,4.499215228262627e-06,8.466193072297296e-09,5.384061495441086e-05
Healthy,7.633484754712138e-06,1.2733984470840702e-08,8.788768062463725e-05
Healthy,5.075697419537325e-06,8.095569903574238e-09,5.88645408523419e-05
Healthy,3.859343209624884e-06,4.431170595000448e-09,4.626130850119986e-05
Healthy,4.276934220361281e-06,6.288979297137581e-09,4.993480591308548e-05
Healthy,3.7561231029281504e-06,5.076893687434835e-09,4.423394717313656e-05
Healthy,7.206136325528393e-06,1.1085963560403957e-08,8.503116256473315e-05
Healthy,9.600259337830283e-06,1.4815176755878233e-08,0.00011090419014079209
Healthy,8.341701786577905e-06,1.4267602570138475e-08,9.771316434821259e-05
Healthy,2.174222896881185e-06,8.616004133460669e-09,2.8301134817875663e-05
Healthy,9.382155047636189e-08,7.593007035390224e-11,1.0807130352192e-06
Healthy,4.488487531840975e-08,1.8249680342426922e-11,4.825631491411139e-07
Healthy,1.0996461267904948e-07,8.918856619989348e-11,1.2143553373000634e-06
Healthy,1.2064413249912955e-07,7.828577957982476e-11,1.3054595104669156e-06
Healthy,2.45630124218689e-07,1.9225259058841608e-10,2.8200577953740635e-06
Healthy,5.482862241802019e-07,1.3220566564257157e-09,6.6224975227511605e-06
Healthy,2.793134188534018e-07,1.1149757746820282e-09,4.11773601918296e-06
Healthy,1.9181955918698085e-07,3.9768856702852135e-10,2.1209870636736647e-06
Healthy,1.4384004022527522e-07,5.615022482877275e-10,1.7333329283767668e-06
Healthy,2.1825723649850076e-07,7.121915921663689e-10,2.5159858605604437e-06
Healthy,1.7678123599429678e-07,4.1750103730041024e-10,2.058469587502426e-06
Healthy,1.7680849661095597e-07,4.010032601411555e-10,2.0391620845557044e-06
Healthy,2.3749187159482277e-07,6.746399626550013e-10,2.796297661385753e-06
Healthy,2.7939821993937905e-07,7.431402949796895e-10,3.391335743719831e-06
Healthy,8.257601386039116e-08,4.289037558865404e-10,9.926767862053357e-07
Healthy,1.352382782883689e-07,4.11296970892118e-10,1.5537270092508586e-06
Healthy,1.1101801114600482e-07,3.286825510072365e-10,1.2976680777814224e-06
Healthy,1.2270436516656068e-07,3.1348322410069e-10,1.3733913904304612e-06
Healthy,1.3300013654380897e-07,1.9296513916070744e-10,1.4836453524344727e-06
Healthy,1.0339936933442101e-07,1.8229790994317698e-10,1.1985905448625883e-06
Healthy,1.4483227599772556e-07,3.34098780868646e-10,1.6094337943865053e-06
Healthy,1.2158954721781202e-07,2.4979326523475467e-10,1.4417040731549862e-06
Healthy,6.837445675549928e-07,6.891525174094034e-10,7.536313563260102e-06
Healthy,7.985676303202566e-07,7.201426221402097e-10,8.535420170701479e-06
Healthy,7.69282966854257e-07,8.152355380038729e-10,8.40931715287213e-06
Healthy,6.405959997296582e-07,8.122120093235691e-10,6.841998782982416e-06
Healthy,1.0526291906777203e-06,1.046235634010949e-09,1.145803296401895e-05
Healthy,7.097941779118381e-07,1.0271069762452528e-09,7.660176052673895e-06
Healthy,4.256535384443737e-07,4.810894116585174e-10,4.8305411899895e-06
Healthy,8.527718739601968e-07,8.555849112046262e-10,9.589414123715483e-06
Healthy,1.0769763830360641e-06,9.134473092448921e-10,1.1701819643923207e-05
Healthy,7.333106409398818e-07,4.294042820051835e-10,8.04126855736457e-06
Healthy,6.701904811227061e-07,3.8897084808373686e-10,7.650878876173449e-06
Healthy,3.210631989171333e-07,3.5491162288389567e-10,3.6572776706416984e-06
Healthy,7.069144215740201e-07,7.840619047144047e-10,7.12517381607457e-06
Healthy,6.400956285453745e-07,6.609048670425603e-10,6.991824962378457e-06
Healthy,7.240166818048376e-07,6.176686306328769e-10,7.950049630793199e-06
Healthy,6.371152531629974e-07,4.4583737623303856e-10,6.931708875485756e-06
Healthy,7.269932544018742e-07,5.763429392942984e-10,7.87433374199865e-06
Healthy,6.444997718513605e-07,4.249942534191083e-10,7.029514332190859e-06
Healthy,3.2963245646145464e-07,7.842045324412143e-10,3.874719831248341e-06
Healthy,2.6879771042476593e-07,7.634461235516959e-10,3.2299689194508714e-06
Healthy,2.62526446886283e-07,6.307581875158717e-10,3.167003657787949e-06
Healthy,1.8254145271080818e-07,3.141652826705859e-10,2.072916311680973e-06
Healthy,2.2014631858830176e-07,5.250467961127465e-10,2.69709025825901e-06
Healthy,2.713293192922446e-07,7.937137749278436e-10,3.2959645213491332e-06
Healthy,2.4677461260411293e-07,7.572121232239982e-10,3.0339307824084896e-06
Healthy,2.7256582476598995e-07,7.14961149556618e-10,3.2929543369326028e-06
Healthy,6.93852004929733e-08,2.767221916741649e-10,8.715038853421782e-07
Healthy,8.645214790251134e-08,3.907483181178274e-10,1.1128601554497713e-06
Healthy,7.196704312841715e-08,3.445599660541192e-10,9.218976289537901e-07
Healthy,8.037410770290335e-08,3.2547418529662624e-10,9.895533805629736e-07
Healthy,1.0171433182060858e-07,3.859428495763845e-10,1.2510683986937027e-06
Healthy,9.126957598174884e-08,2.074314860217083e-10,1.042451804195716e-06
Healthy,1.4490945241288824e-07,4.4281677240613653e-10,1.714547626649861e-06
Healthy,8.185044928453518e-08,3.347154501525576e-10,1.0408792951325833e-06
Healthy,7.299081416953355e-08,3.1141858939247536e-10,9.296520254186388e-07
Healthy,5.581601216893399e-05,2.6474017657784003e-07,0.0007354741102225185
Healthy,9.883374826764822e-07,3.1176297308017277e-10,1.1638905003594298e-05
Healthy,7.85737404819457e-07,2.2401742883517558e-09,9.483916436000285e-06
Healthy,5.449177585470678e-07,8.752008156961937e-10,7.538092726556348e-06
Healthy,6.844375117953575e-07,1.8376697483254442e-09,8.816388735002543e-06
Healthy,5.976202829892573e-07,1.898631178512663e-09,7.477549558574163e-06
Healthy,4.2112117425322264e-07,1.7551024715749638e-09,5.4667580294700576e-06
Healthy,5.014593388787783e-07,1.198592318355388e-09,6.620307300351278e-06
Healthy,3.8629669044680646e-07,1.642374699903657e-09,4.849966393045045e-06
Healthy,5.034161418200898e-07,1.7949346772398965e-09,6.281256073016844e-06
Healthy,3.986666694430265e-07,1.5788672949951932e-09,4.9736710864547015e-06
Healthy,4.936427373893588e-07,1.3253532688728647e-09,6.207357805137899e-06
Healthy,5.374002022016985e-07,1.9432021647971225e-09,7.3872896119605736e-06
Healthy,1.2575223921656823e-06,2.4340656062706613e-09,1.4433525371499633e-05
Healthy,1.1137379307449076e-06,2.21852910707052e-09,1.3933953861234133e-05
Healthy,1.0812227330471153e-06,2.0094791924274983e-09,1.30705275225865e-05
Healthy,6.932067910466618e-07,2.1582070589038052e-09,8.744710913375195e-06
Healthy,5.690015742269786e-07,1.5255492339283823e-09,7.146571172500122e-06
Healthy,4.1181056359521996e-07,1.914793618364185e-09,5.198113715841057e-06
Healthy,7.04834699428454e-07,2.2223845971318192e-09,9.443222767283436e-06
Healthy,6.422558521835856e-07,2.2197554238357776e-09,8.356190196214788e-06
Healthy,7.538243195986251e-07,2.061500473870064e-09,9.365272510309729e-06
Healthy,7.859374442751537e-07,1.6206701917710284e-09,9.545091182991222e-06
Healthy,1.1221448268192359e-06,3.487374587650449e-09,1.3009881229223303e-05
Healthy,1.5465379362620767e-07,1.2718566835327895e-10,1.7481399289494052e-06
Healthy,2.5332689038604337e-07,3.585005958612475e-10,2.950671926158581e-06
Healthy,7.338091119384376e-08,2.328130889366926e-09,2.382725667517172e-06
Healthy,8.937826152789608e-08,2.6324889674010966e-09,2.696781855589109e-06
Healthy,8.238473167749489e-08,2.423309727595838e-09,2.5030096793788605e-06
Healthy,1.5207301780640263e-07,4.39379589532005e-09,4.761501200681413e-06
